Date,Close,High,Low,Open,Volume
2006-06-21,3.650315046310425,3.666141462428666,3.615598747772259,3.6186618245677367,4436800
2006-06-22,3.611514091491699,3.6288724340997685,3.587008700111825,3.6288724340997685,2185600
2006-06-23,3.6110050678253174,3.644189447054256,3.58037273391198,3.590072998951624,713600
2006-06-26,3.6319351196289062,3.6334666577369905,3.5997716508407493,3.612024345211552,603200
2006-06-27,3.5676071643829346,3.6436769194103222,3.5676071643829346,3.6436769194103222,1835200
2006-06-28,3.5992612838745117,3.6094717983809113,3.558418446836592,3.5783292227783834,681600
2006-06-29,3.7519092559814453,3.7519092559814453,3.6446973367865723,3.65031323446161,1068800
2006-06-30,3.7498700618743896,3.783054831967485,3.7498700618743896,3.7784602153962656,1449600
2006-07-03,3.8009238243103027,3.8009238243103027,3.765697258465725,3.7702918755081805,454400
2006-07-05,3.750379800796509,3.7662062178470905,3.7212794010065395,3.760080063895241,1184000
2006-07-06,3.762122869491577,3.788670449870537,3.750380423291121,3.7626331227347722,1865600
2006-07-07,3.718726634979248,3.7667169190477354,3.7003477833318588,3.7345534417820114,1137600
2006-07-10,3.725365161895752,3.764165839351079,3.711580531316582,3.7498705659154723,1152000
2006-07-11,3.757016181945801,3.759569005480921,3.679415254256076,3.709026293436257,3080000
2006-07-12,3.682990550994873,3.754465356024194,3.667674382236322,3.752933817049609,2051200
2006-07-13,3.5716934204101562,3.6513365463221152,3.5691409858269316,3.633467946214467,2780800
2006-07-14,3.5395288467407227,3.571181674436749,3.4971544727860726,3.560460517684274,2417600
2006-07-17,3.5359551906585693,3.563524046871764,3.5124706959968455,3.5446341668258277,910400
2006-07-18,3.5415713787078857,3.6069196108263024,3.4772440423073623,3.560971513397357,3278400
2006-07-19,3.6630778312683105,3.686051682769974,3.573223826972691,3.573734469530059,3504000
2006-07-20,3.620194435119629,3.701369101556263,3.612025709449733,3.696263842765717,1844800
2006-07-21,3.5630149841308594,3.604878734830301,3.548720101868562,3.589052313683661,2054400
2006-07-24,3.675842046737671,3.682989486223606,3.5977304655654936,3.5977304655654936,2134400
2006-07-25,3.7223000526428223,3.7417001860313346,3.6518461781409637,3.6686938776528137,2742400
2006-07-26,3.7294468879699707,3.754462917152782,3.6829881585529374,3.698304317362225,2211200
2006-07-27,3.6937103271484375,3.7677379290252366,3.678904806773078,3.75701638121402,2864000
2006-07-28,3.7779486179351807,3.791222600519398,3.70953730289772,3.712089737179077,1806400
2006-07-31,3.767737865447998,3.7779483809453707,3.7534425984429975,3.7779483809453707,908800
2006-08-01,3.7340407371520996,3.754972790604026,3.6988138128091115,3.7268933017065686,836800
2006-08-02,3.7626328468322754,3.8060285187119076,3.753443225546811,3.7713122149119602,1172800
2006-08-03,3.7815232276916504,3.809602737939965,3.7268961355319146,3.7268961355319146,1441600
2006-08-04,3.7805004119873047,3.867290944037853,3.74731565931876,3.8647381209456118,2753600
2006-08-07,3.7595698833465576,3.7753963023424797,3.742211925674421,3.7575277019428457,785600
2006-08-08,3.728936195373535,3.795305307141164,3.7125991412993087,3.7881578703278205,923200
2006-08-09,3.7003462314605713,3.801431625905525,3.6962618708046358,3.7631416211447855,1115200
2006-08-10,3.7330219745635986,3.7396587714100655,3.6763527115086942,3.691158233248882,2590400
2006-08-11,3.7059619426727295,3.7268940000468755,3.680945913925901,3.7268940000468755,1950400
2006-08-14,3.718726634979248,3.8167493843006515,3.7080054758906735,3.7519113975903036,1545600
2006-08-15,3.8101110458374023,3.8187904106230066,3.7667157799338464,3.776416040249813,1350400
2006-08-16,3.873929977416992,3.8805671654898375,3.832576868067353,3.8366612315727435,1792000
2006-08-17,3.889754056930542,3.9101750811035507,3.8637167447520664,3.872906361432348,3046400
2006-08-18,3.9055826663970947,3.9157931842322187,3.864229562806667,3.902519588947815,1331200
2006-08-21,3.8872029781341553,3.897413494801568,3.874950280232012,3.8800555385657183,649600
2006-08-22,3.8938381671905518,3.9137493286309892,3.8672906011134396,3.8831170122648286,1113600
2006-08-23,3.8586134910583496,3.9106877529321182,3.8371711708459904,3.8989456968899425,996800
2006-08-24,3.872905969619751,3.8851586607851947,3.8484001977828344,3.8851586607851947,1408000
2006-08-25,3.8800575733184814,3.8974155386570746,3.8586152433685323,3.866783583084797,635200
2006-08-28,3.9132392406463623,3.9270234733594367,3.865248968411698,3.875970124856565,1110400
2006-08-29,3.9316208362579346,3.9326417324578338,3.8734200152043994,3.910178120996339,947200
