Date,Close,High,Low,Open,Volume
1993-01-29,24.17538833618164,24.192582780232982,24.072221671873614,24.192582780232982,1003200
1993-02-01,24.34731674194336,24.34731674194336,24.192566847397106,24.192566847397106,480500
1993-02-02,24.398914337158203,24.416108779960993,24.27855323753868,24.330136565947047,201300
1993-02-03,24.656810760498047,24.674005189201324,24.416088758652183,24.43328318735546,529400
1993-02-04,24.76000213623047,24.811585474014283,24.46769655545553,24.74280769030253,531500
1993-02-05,24.7428035736084,24.794386902809805,24.605248029071312,24.7428035736084,492100
1993-02-08,24.7428035736084,24.828775788944075,24.708414687474125,24.7428035736084,596100
1993-02-09,24.57085609436035,24.65682829902921,24.519272771559034,24.65682829902921,122100
1993-02-10,24.60524559020996,24.622440031572793,24.502078942032984,24.570856707484303,379600
1993-02-11,24.725610733032227,24.828777398121375,24.639638512124602,24.639638512124602,19500
1993-02-12,24.536462783813477,24.69121272428602,24.536462783813477,24.69121272428602,42500
1993-02-16,23.91746711730957,24.46768922209311,23.8830782357606,24.46768922209311,374800
1993-02-17,23.900270462036133,23.951853779580098,23.81429826612953,23.917464901217457,210900
1993-02-18,23.883073806762695,24.175379245722354,23.55637949263131,24.175379245722354,378100
1993-02-19,23.96904182434082,23.96904182434082,23.84868078218129,23.883069651369727,34900
1993-02-22,24.055023193359375,24.089412075694415,23.96905098752178,24.037828752191857,513600
1993-02-23,24.037826538085938,24.140993175588452,23.91746546099967,24.123798736004698,373700
1993-02-24,24.34731674194336,24.34731674194336,24.05501138557822,24.05501138557822,26300
1993-02-25,24.398914337158203,24.416108779960993,24.27855323753868,24.330136565947047,44500
1993-02-26,24.43329620361328,24.450490641476485,24.31293513857085,24.450490641476485,66200
1993-03-01,24.364526748657227,24.519276742120823,24.330137861220873,24.519276742120823,66500
1993-03-02,24.725610733032227,24.725610733032227,24.34733296103869,24.381721849401735,182400
1993-03-03,24.828763961791992,24.84595839666858,24.725597352532468,24.759986222285644,280100
1993-03-04,24.691226959228516,24.863171436660465,24.691226959228512,24.863171436660465,89500
1993-03-05,24.6224308013916,24.828764020397674,24.605236366474426,24.725597410894636,40000
1993-03-08,25.17264747619629,25.17264747619629,24.6740089674465,24.6740089674465,50800
1993-03-09,25.08668327331543,25.138266583678657,25.035099962952206,25.121072146890917,169300
1993-03-10,25.138277053833008,25.138277053833008,24.983527058289578,25.0866937219852,194400
1993-03-11,25.06949806213379,25.224248050171653,25.035109175903152,25.15547027771038,70900
1993-03-12,24.81157875061035,24.88035651568481,24.656828779192825,24.863162074416195,643600
1993-03-15,24.931928634643555,24.93192863464356,24.79437316631449,24.79437316631449,310800
1993-03-16,24.931928634643555,25.00070636880809,24.93192863464356,24.93192863464356,30800
1993-03-17,24.777172088623047,24.89753309113544,24.74278323076236,24.89753309113544,21800
1993-03-18,24.931928634643555,25.035095235890356,24.880345334020156,24.880345334020156,59300
