Price,Close,High,Low,Open,Volume
Ticker,RSST,RSST,RSST,RSST,RSST
Date,,,,,
2025-05-19,21.744260787963867,21.81350972568158,21.506835049977976,21.587956312385604,28400
2025-05-20,21.823402404785156,21.843188354405434,21.698754318583013,21.843188354405434,22900
2025-05-21,21.437585830688477,21.842199632201336,21.36536881274682,21.82340241398654,39400
2025-05-22,21.477155685424805,21.56619057120813,21.348550787566666,21.437585673349993,34200
2025-05-23,21.398014068603516,21.457371917869892,21.111125344717443,21.26446362498422,69800
2025-05-27,21.793725967407227,21.793725967407227,21.605763214622435,21.694798103473545,37000
2025-05-28,21.4969425201416,21.766026538277462,21.4969425201416,21.724475287894453,41400
2025-05-29,21.665119171142578,21.843188948786576,21.61565618263794,21.79372596028194,20200
2025-05-30,21.58597755432129,21.76404733441469,21.46034073155883,21.75415435919927,58600
2025-06-02,21.952009201049805,21.952009201049805,21.71458346616757,21.724474554090488,212800
2025-06-03,21.97179412841797,22.095453488132772,21.89265221367618,21.932224114493117,40000
2025-06-04,22.070720672607422,22.23889746722964,22.06379577906813,22.17855277505523,33700
2025-06-05,21.902544021606445,22.327932498257454,21.882759959144433,22.327932498257454,61200
2025-06-06,22.070720672607422,22.298255314902406,21.961901725657967,21.961901725657967,30200
2025-06-09,22.139970779418945,22.27847054442473,22.070721840362086,22.070721840362086,21700
2025-06-10,22.19932746887207,22.262640242156962,22.087538553891342,22.159755570400034,187000
2025-06-11,22.139970779418945,22.407075447402885,22.120186716039896,22.229005668746925,38800
2025-06-12,22.347719192504883,22.41696813066009,22.23889835432267,22.258684304336175,1014600
2025-06-13,21.922330856323242,22.2487914862808,21.922330856323242,21.971793844813877,53700
2025-06-16,22.211198806762695,22.423893052442992,22.159756468798662,22.159756468798662,114300
2025-06-17,21.843189239501953,22.248791788692834,21.843189239501953,22.100400934311892,30500
2025-06-18,21.885726928710938,22.149863512579454,21.843188834295592,22.04401264225866,45400
2025-06-20,21.684904098510742,22.031150662388328,21.684904098510742,21.952008752378475,56700
2025-06-23,21.912437438964844,22.11029316271798,21.605762765350303,21.70469062722687,34400
2025-06-24,22.268577575683594,22.402129909713913,22.04104480817656,22.04104480817656,31000
2025-06-25,22.31804084777832,22.48621765348177,22.199328918394766,22.268577858350522,54600
2025-06-26,22.783000946044922,22.90171287384093,22.55546629180045,22.55546629180045,59500
2025-06-27,22.881927490234375,23.08967619936026,22.723643657991854,22.890831734141013,46300
2025-06-30,23.069889068603516,23.239054599040085,22.951177143939688,22.961068231918322,75000
2025-07-01,23.069889068603516,23.24795884249128,23.05999609373286,23.099567993215484,34000
2025-07-02,23.31720733642578,23.448780314609415,23.0520820303652,23.059995655354474,24800
2025-07-03,23.485383987426758,23.58431184675062,23.317207192643785,23.317207192643785,24000
2025-07-07,23.05010414123535,23.312263269705586,22.852250295722612,23.238066898330743,41600
2025-07-08,23.356779098510742,23.474502288828432,22.981844228626528,23.050102545820668,35500
2025-07-09,23.70302391052246,23.712916885203352,23.419103273438036,23.64861538011554,19700
2025-07-10,23.83163070678711,23.920665592069113,23.5546330762551,23.6931328349671,61000
2025-07-11,23.653562545776367,23.81184637773911,23.534850615250367,23.609045100106087,25400
2025-07-14,23.592226028442383,23.732703252356824,23.47549156680165,23.505170491366794,106400
2025-07-15,23.158924102783203,23.66345450304214,23.158924102783203,23.66345450304214,190700
2025-07-16,23.416135787963867,23.48241664443059,23.050103263028348,23.17871005025922,64100
2025-07-17,23.722810745239258,23.780189245773045,23.346887127795554,23.346887127795554,57800
2025-07-18,23.663454055786133,23.896922976507533,23.57441916995902,23.84152382744035,30500
2025-07-21,23.866256713867188,24.09873691675075,23.81184629303128,23.87120225808313,27500
2025-07-22,24.04531478881836,24.05916457664092,23.66345500535908,23.851417759302482,33400
2025-07-23,24.3856258392334,24.4944466817337,23.99980923312088,24.296590947531723,37600
2025-07-24,24.346054077148438,24.563693859636338,24.346054077148438,24.355947051837706,54600
2025-07-25,24.378700256347656,24.434099407504853,24.207555371870132,24.29659026105622,18400
2025-07-28,23.91077423095703,24.117532321238727,23.831632315020283,24.078951038184137,19300
2025-07-29,23.980022430419922,24.071036668724982,23.782168590138927,24.039378393815014,39500
2025-07-30,23.12924575805664,23.890987865016072,22.9907478792975,23.74259701107527,66200
2025-07-31,23.089675903320312,23.416136538996373,22.85225015800064,23.050104002320985,22500
2025-08-01,22.149864196777344,23.24795992915124,22.070722281004855,22.822571424289563,183000
2025-08-04,22.783000946044922,22.88192692357757,22.71375012012317,22.71375012012317,29700
2025-08-05,22.82257080078125,23.1193543919891,22.693965898748957,22.921498664517202,33600
2025-08-06,23.069889068603516,23.19849585503002,22.872035231866462,22.951177143939688,32200
2025-08-07,23.099567413330078,23.495276963762418,22.95117656777945,23.336993143589485,35500
2025-08-08,23.544740676879883,23.613991501374002,23.247958976616065,23.247958976616065,27200
2025-08-11,23.277637481689453,23.464609609843873,23.277637481689453,23.406242379647075,17000
2025-08-12,23.772275924682617,23.88109487784212,23.39635041553647,23.39635041553647,35300
2025-08-13,23.920665740966797,24.05916361364891,23.832619586537742,24.00970062680301,29500
2025-08-14,23.930559158325195,24.0492710837078,23.85141724577278,23.85141724577278,31700
2025-08-15,23.98991584777832,24.019594773469095,23.851417968338883,23.994861391947406,18300
2025-08-18,23.801952362060547,23.980022136958713,23.792059387133758,23.831631286840917,24200
2025-08-19,23.68324089050293,23.95529110208014,23.500223681188675,23.85636323780877,22900
2025-08-20,23.67334747314453,23.698078967027346,23.344907498228963,23.594205560584303,13700
2025-08-21,23.416135787963867,23.643668550735985,23.356779825260713,23.46559877573449,35200
2025-08-22,24.128414154052734,24.276806898239606,23.836577983719806,23.836577983719806,18500
2025-08-25,24.009700775146484,24.186779929613834,23.915718457909815,24.04036843098586,27900
2025-08-26,23.98991584777832,23.99980882300858,23.82075031119271,23.861310943569144,36400
2025-08-27,24.118520736694336,24.118520736694336,23.821739027543128,23.980022857342718,19800
2025-08-28,24.257020950317383,24.287688608009724,24.000797981899208,24.17787903395795,23900
2025-08-29,23.98892593383789,24.187770386312646,23.920665728938317,24.187770386312646,28900
2025-09-02,23.890987396240234,23.984969715175936,23.45867401243373,23.79205953325678,41900
2025-09-03,24.078950881958008,24.148199822091858,23.831632160398776,24.0047545107334,54800
2025-09-04,24.363861083984375,24.363861083984375,24.07894982360502,24.15809173554973,27700
